unique_paragraph_id,Llama-2 7B Mean,Llama-2 13B Mean,OPT 6.7B Mean,Pythia 2.8B Mean,Pythia 6.9B Mean,GPT-J 6B Mean,Mistral-v0.1 7B Mean,Mistral-v0.3 7B Mean,Mistral-Instruct-v0.3 7B,GPT-2 117M Mean,GPT-2 345M Mean,GPT-2 774M Mean,GPT-2 1558M Mean,GPT-Neo 125M Mean,GPT-Neo 1.3B Mean,GPT-Neo 2.7B Mean,OPT 350M Mean,OPT 1.3B Mean,OPT 2.7B Mean,Pythia 70M Mean,Pythia 160M Mean,Pythia 410M Mean,Pythia 1B Mean,Pythia 1.4B Mean,Gemma 7B Mean,Recurrent-Gemma 9B Mean,Gemma-2 9B Mean,GEMMA-2 27B,RWKV-4 169M Mean,RWKV-4 430M Mean,RWKV-4 3B Mean,RWKV-4 7B Mean,Mamba 370M Mean,Mamba 790M Mean,Mamba 1.4B Mean,Mamba 2.8B Mean
2_7_Adv_6,3.0942912,3.0135627,3.1640022,3.385479,3.3379707,3.2766454,3.041736,3.065626,3.1377318,3.7817435,3.586532,3.4141974,3.3276186,4.13736,3.6007159,3.378292,3.7459948,3.375402,3.3081532,4.5131283,4.0914445,3.661542,3.461884,3.5073938,3.0605948,3.1776147,3.2117481,2.9992213,3.934965,3.6998308,3.3156023,3.3727753,3.6656432,3.4148424,3.4302669,3.3229148
2_7_Ele_1,3.0619645,3.0203323,3.2280777,3.3788822,3.2058074,3.2663586,2.9531565,3.007739,3.1078887,3.8619866,3.584197,3.3774157,3.2208922,3.9984984,3.4365108,3.2937133,3.7942977,3.269442,3.2588763,4.4167833,4.010295,3.658526,3.4635746,3.4148576,3.0373206,2.9482749,3.2967196,2.949971,3.8231544,3.5824957,3.2633553,3.200507,3.6327991,3.407212,3.4313312,3.33562
2_7_Ele_2,3.0658944,2.9887242,3.0114808,3.1040227,3.0986478,3.044867,2.9660742,2.985574,3.0913222,3.5950327,3.3934786,3.1940272,3.08337,3.860718,3.2865043,3.1594412,3.5526822,3.1560757,3.027512,4.3778496,3.913266,3.338993,3.2650473,3.1904523,2.938278,2.9366074,3.013206,2.8811646,3.7499652,3.3680618,3.0418286,3.0832942,3.3298347,3.0809717,3.0503511,2.950385
2_7_Ele_3,3.2206588,3.1185951,3.6638448,3.710938,3.4809036,3.5880375,3.1461265,3.1661232,3.2969396,4.0326514,3.815661,3.7512443,3.5552197,4.371617,3.9691398,3.7614622,4.179193,3.8449004,3.7762556,5.0196466,4.5540867,3.9610543,3.9077919,3.8733404,3.354608,3.3828995,3.6180203,3.1792548,4.223606,4.084707,3.8093057,3.443889,4.052952,3.9087179,3.7691422,3.7202003
2_7_Ele_4,2.9718027,2.8706074,2.979255,3.127624,2.9998226,3.0232012,2.8174934,2.814809,2.9152594,3.5938969,3.358966,3.2084394,3.1629505,3.8023655,3.3037722,3.132745,3.411512,3.1859336,3.1247568,4.2399755,3.8414283,3.3852708,3.3288195,3.2604399,2.876149,2.9656441,3.025176,2.7939167,3.5674174,3.366902,3.076886,3.008849,3.3306205,3.1748588,3.1071498,3.060999
2_7_Ele_5,2.8751428,2.772482,2.9339995,3.1333385,3.0313256,3.0307515,2.8189628,2.7672033,2.8385453,3.2892816,3.3451502,3.211718,3.1295235,3.5124753,3.2038424,3.1304379,3.4013195,3.1361206,3.0758643,3.9897475,3.5986407,3.3672092,3.202088,3.2301629,2.7650735,2.8835814,2.828011,2.6842442,3.3946154,3.284439,3.1189814,3.0237713,3.285695,3.1865892,3.173736,3.0710905
2_7_Ele_6,3.2469902,3.2226405,3.3760505,3.494267,3.4845958,3.3943605,3.2257671,3.192619,3.3246207,3.8742788,3.6362286,3.5574281,3.432353,4.24939,3.6351738,3.45898,3.7572317,3.4365783,3.4028056,4.612319,4.270057,3.769742,3.5575097,3.6147227,3.2824132,3.3642287,3.479553,3.1298087,4.0243773,3.7604911,3.4225888,3.4461966,3.6772254,3.4594972,3.634103,3.5133653
2_8_Adv_1,3.4535248,3.196044,3.6323998,3.9465652,3.759867,3.7334802,3.2451017,3.3691137,3.408396,4.9868774,4.4194174,4.2433467,4.065724,5.158903,4.22874,4.027984,4.598999,3.9860423,3.924408,6.0868897,5.164402,4.461136,4.2193165,3.8915784,3.2584236,3.3621552,3.1997216,3.04253,4.814022,4.414363,3.8063781,3.8072076,4.324997,4.0458126,3.8476076,3.820988
2_8_Adv_2,3.8806472,3.6915364,4.1325336,4.265056,4.2005095,4.0579343,3.6536908,3.6481428,3.7560534,4.869231,4.48233,4.3314724,4.308151,5.1304746,4.432296,4.3270984,4.500804,4.253671,4.1617727,5.6775703,4.931209,4.6146793,4.382695,4.4031096,3.657967,3.7160017,3.8911378,3.533799,4.839139,4.5348477,4.13893,4.1515803,4.415262,4.3980436,4.2465196,4.114069
2_8_Adv_3,3.4105718,3.2533076,3.7651753,3.9605632,3.808055,3.8194475,3.3782864,3.4193354,3.487943,4.8240347,4.378493,4.26822,4.236386,4.9574666,4.1569443,4.01388,4.3733587,4.0254273,3.9677444,5.410415,4.905015,4.372151,4.2421103,4.1925855,3.3818426,3.471744,3.5920308,3.2746868,4.588837,4.474303,3.9656665,3.879737,4.2668324,4.1670094,4.014581,3.8949318
2_8_Adv_4,3.9776108,3.6556606,4.5608654,4.69569,4.6033845,4.710073,3.7433152,3.8853278,4.0849934,5.2202024,5.02569,5.0140157,4.928836,5.498447,4.941706,4.760965,5.0696497,4.833477,4.754484,5.8033133,5.427756,5.093359,4.9921875,4.789178,4.024024,4.113733,4.088434,3.7193282,5.248009,5.1679482,4.685493,4.475414,5.0098352,4.890381,4.765851,4.727636
2_8_Adv_5,3.4780297,3.4056156,3.7579045,3.9962392,3.823221,3.8726857,3.4511938,3.4511282,3.5758562,4.824606,4.3892274,4.319471,4.162616,5.0664415,4.318066,4.208796,4.4859357,3.906143,3.8428838,5.943837,5.152899,4.657428,4.3471575,4.1476154,3.5614984,3.5127165,3.752017,3.341382,4.9839597,4.5110545,3.923685,3.9065933,4.4135923,4.200789,4.0666604,3.8403065
2_8_Adv_6,3.568064,3.4204676,3.7659457,4.0772834,3.9465985,3.9449158,3.4674191,3.4010026,3.4700117,4.555449,4.230088,4.084476,4.0434637,4.6534395,4.114397,4.0120845,4.3031144,4.0167475,3.9430356,5.048102,4.825342,4.389948,4.1837244,4.0325284,3.663783,3.69376,3.70374,3.4455657,4.6133623,4.3556414,3.9608612,3.8229759,4.1446376,4.032453,4.1075525,3.9285853
2_8_Ele_1,3.1265512,2.930063,3.4501047,3.6846304,3.4582589,3.5082924,2.9666793,3.1027527,3.1856322,4.562852,4.133809,3.9794097,3.7468684,4.7790027,3.8961322,3.6657574,4.2826185,3.693331,3.6548648,5.583423,4.805906,4.127573,3.975134,3.70251,3.0590975,3.1284916,2.8942623,2.8115485,4.486808,4.088585,3.5563793,3.4363081,4.0503235,3.770533,3.6494966,3.5751293
2_8_Ele_2,3.6841798,3.5263321,3.9130838,4.0528994,3.9894304,3.888404,3.489318,3.5386548,3.6466997,4.5277042,4.1943545,4.0497217,4.049911,4.7740364,4.097694,4.093201,4.251853,4.0177464,3.8876352,5.3233953,4.6570277,4.364541,4.1504064,4.0769615,3.5184216,3.594953,3.6195846,3.3928983,4.45594,4.2428713,3.831467,3.9670775,4.139771,4.0793805,3.9639816,3.9665432
2_8_Ele_3,3.2800531,3.197564,3.6420069,3.7819605,3.6276321,3.6185648,3.1953576,3.2637916,3.3746402,4.670402,4.2617207,4.133697,4.0843406,4.8280754,3.9699283,3.9224563,4.2334323,3.874034,3.7646656,5.230803,4.7416778,4.2661715,4.045231,3.99707,3.2588458,3.368065,3.3808649,3.1239502,4.499523,4.3090534,3.7777057,3.6791809,4.105162,3.999467,3.8536272,3.653715
2_8_Ele_4,3.5370853,3.1740782,4.407472,4.53157,4.3991027,4.5003605,3.2696157,3.3588924,3.6857526,5.042971,4.877326,4.907739,4.7680836,5.414393,4.820453,4.5520134,4.871713,4.6303463,4.5263467,5.6587477,5.306398,4.9789343,4.8014603,4.621001,3.6054933,3.5965614,3.6386642,3.2950025,5.1755276,4.9941535,4.3688903,4.171241,4.8317184,4.638609,4.5393434,4.5754876
2_8_Ele_5,3.33617,3.2912517,3.7303796,3.8214774,3.6833563,3.6794834,3.3134491,3.347353,3.4768949,4.708636,4.2662024,4.23376,4.0190268,4.9810543,4.1998973,4.0977206,4.4298778,3.8945615,3.7831187,5.8882747,5.011445,4.594956,4.321827,4.029381,3.2894232,3.3304625,3.592666,3.085686,4.8770385,4.436194,3.8446968,3.7492247,4.4851956,4.1962557,3.8677466,3.749189
2_8_Ele_6,3.5403,3.2608004,3.7916932,3.983752,3.8469691,3.8912816,3.2699113,3.2889185,3.382143,4.408865,4.039647,3.8920178,3.8925843,4.5460877,4.044542,3.8413033,4.076421,3.911717,3.900057,4.775188,4.6371346,4.243345,4.0136194,3.9500985,3.497168,3.6070518,3.5066268,3.377819,4.4261975,4.2526627,3.854878,3.8000405,4.190163,4.0458827,3.9892104,3.7721221
2_9_Adv_1,2.7012136,2.5534432,3.0822616,3.0653486,2.9201972,2.9954169,2.6824718,2.638934,2.784563,3.8435023,3.4588227,3.2180808,3.0684755,4.302827,3.3296032,3.089629,3.9379678,3.2248957,3.110306,4.9601026,4.217186,3.7450068,3.4147837,3.2483048,2.758228,2.7485917,2.8177276,2.5056715,4.206046,3.7662652,3.1041307,2.883918,3.4712312,3.271624,3.218114,2.9958854
2_9_Adv_2,2.743686,2.6984224,3.0635674,3.335029,3.2316053,3.2137651,2.6945236,2.6912024,2.8008075,4.1179156,3.6478415,3.411666,3.3401766,4.464869,3.6405706,3.3151977,4.122475,3.4991958,3.3496199,5.157176,4.631623,3.9077768,3.770685,3.5418115,2.9208596,3.1277428,2.9008787,2.6747663,4.315986,3.936606,3.3527944,3.109213,3.8404672,3.4983199,3.3623736,3.0517442
2_9_Adv_3,2.6591885,2.5976334,2.8091357,2.8721504,2.7916934,2.8146193,2.639959,2.635616,2.706513,3.4532256,3.1112354,3.0093012,2.8645954,3.6916935,3.0677056,2.9652123,3.308943,3.0070343,2.8840327,4.222218,3.7801068,3.323588,3.1136382,3.0070102,2.6989217,2.6791358,2.7032332,2.48607,3.6053941,3.2392757,2.9442418,2.8094072,3.19305,2.9973814,2.9504495,2.8537636
2_9_Adv_4,2.7761695,2.7002428,2.9304252,3.0153952,2.933287,2.9451509,2.7333188,2.7377114,2.866564,3.4796999,3.184595,3.0627239,2.9982667,3.6804752,3.1804795,3.135437,3.3914537,3.135064,2.9753022,4.072115,3.7462816,3.39004,3.2972648,3.191095,2.7331562,2.76168,2.7139776,2.5270014,3.632039,3.322245,3.0964046,2.8928926,3.252478,3.1791558,2.9811347,2.9751656
2_9_Adv_5,3.6704636,3.6379986,3.870681,3.9271815,3.7548943,3.8026695,3.5226429,3.530359,3.6303966,4.29047,4.1491838,4.057042,3.934887,4.2616615,4.1765385,4.0259676,4.230683,4.125009,3.9498537,4.9090986,4.3505373,4.289776,4.070648,4.037093,3.5488312,3.6316257,3.6323917,3.6395602,4.346285,4.222173,3.9423952,3.7311203,4.0869966,3.9772918,3.968116,3.8875737
2_9_Adv_6,3.1560588,3.106458,3.469108,3.311347,3.3433573,3.290821,2.9753375,3.045666,3.0624833,3.9572217,3.6994977,3.6413214,3.4683683,4.3599916,3.645031,3.6466753,3.9527953,3.6817598,3.5237336,4.8711467,4.3343153,3.8964796,3.711859,3.562621,3.330502,3.2574708,3.3551993,2.96159,4.094699,3.7446578,3.3953938,3.3006325,3.8087668,3.4841456,3.4685621,3.349613
2_9_Ele_1,2.838863,2.7266335,3.0854716,3.0954044,2.981963,3.0650682,2.73151,2.7398653,2.8683279,3.8227994,3.5581017,3.319425,3.277232,4.124955,3.2945075,3.1962843,3.8739908,3.290103,3.1496482,4.6190467,4.1413546,3.5821548,3.4326773,3.290917,2.8149123,2.8785849,2.8647745,2.7230477,4.0862546,3.7234752,3.1588025,2.9792848,3.575511,3.3827214,3.2884958,3.0491529
2_9_Ele_2,2.975509,2.843049,3.1093397,3.3606215,3.3314278,3.2664757,2.7034922,2.7134516,2.8157876,4.0403147,3.5522208,3.354022,3.2416198,4.4657035,3.5601523,3.3971794,4.156852,3.4389877,3.3562934,4.9624443,4.4550285,3.8742623,3.7819512,3.546145,3.6654363,3.1967356,2.9890366,2.8698459,4.117807,3.8104131,3.2771103,3.075747,3.7741346,3.5164173,3.3824627,3.1523836
2_9_Ele_3,2.9083338,2.8527386,3.0289392,3.0323622,3.0251126,3.0005205,2.9249182,2.9488192,3.0395722,3.5933003,3.2337356,3.1840386,3.1681867,3.8165364,3.1241918,3.170765,3.4856324,3.1685042,3.0509055,4.4247775,3.8998582,3.5762682,3.242373,3.1484973,2.8917313,2.9779963,2.9360633,2.754735,3.757418,3.5249732,3.0321093,3.0793872,3.267147,3.2173085,3.1053352,3.057669
2_9_Ele_4,2.7605374,2.6049843,2.8624146,3.007447,2.9222794,2.9572048,2.6232555,2.629341,2.7194984,3.541165,3.2266328,3.0709057,3.0458953,3.7574148,3.1631088,3.0252576,3.5084956,3.0713093,2.9406233,4.3032904,3.911558,3.4285443,3.2555766,3.1503434,2.6967602,2.7246215,2.6709495,2.5072834,3.7215397,3.4218469,3.0077212,2.9223135,3.1992445,3.1166582,2.9717128,2.9461994
2_9_Ele_5,3.4364507,3.363659,3.6339762,3.6585243,3.4950993,3.45774,3.3473878,3.349164,3.479687,3.822887,3.7787535,3.6987855,3.5979645,3.900094,3.8288665,3.5908446,3.8084128,3.6659224,3.6953225,4.433126,3.9925835,3.7822719,3.7079773,3.59571,3.3895516,3.3734925,3.3880167,3.3212812,3.8585157,3.784573,3.6058767,3.4152014,3.750446,3.6675806,3.749101,3.638859
2_9_Ele_6,2.9447575,2.9472845,3.0258946,3.0960467,2.986919,2.933729,2.8600876,2.9567292,3.0284064,3.5108776,3.2134595,3.0314257,3.0102026,3.8292744,3.1426904,3.1421638,3.4369323,3.3225818,3.065038,4.578549,3.7762275,3.3118796,3.2323458,3.0735545,2.9962032,3.0131385,3.0943415,2.742156,3.5332341,3.2497761,3.0097392,2.9774468,3.292236,3.0979815,3.0836816,2.817127
3_10_Adv_1,2.9396064,2.8600929,3.0051978,3.1817868,2.9264066,3.010861,2.8949313,2.8655787,2.9017274,4.0774975,3.5814552,3.4079874,3.1278806,4.219364,3.5363278,3.307648,3.876287,3.2972498,3.1422296,4.7839036,4.3174515,3.8290973,3.4384778,3.293892,3.0391254,2.929422,3.2079065,2.8594573,4.2372417,3.7185438,3.2543058,2.960634,3.5900977,3.2956855,3.217729,3.0610087
3_10_Adv_2,3.0666463,2.853301,3.166593,3.2157586,3.0488906,3.1800005,2.8478942,2.822741,2.855381,3.6624188,3.5339851,3.3741686,3.2446985,3.8524835,3.392811,3.3000882,3.637427,3.3343096,3.2806582,4.145715,3.8932996,3.536461,3.4377592,3.3577578,2.9175541,3.0960398,3.0690098,2.7794275,3.757818,3.4424717,3.1330886,3.0934238,3.4647765,3.3456872,3.2635932,3.1830888
3_10_Adv_3,3.1541104,2.866298,3.3181827,3.4370599,3.3820312,3.3931024,2.9179156,2.9381173,3.0387347,4.042874,3.6504738,3.5770168,3.3599,4.2377267,3.685173,3.6059415,3.8721912,3.5547583,3.5204356,4.5645123,4.169707,3.7047858,3.5390232,3.5971339,3.0402927,3.1432877,3.098765,2.8510892,4.0090175,3.737229,3.3239002,3.27085,3.7306945,3.52187,3.4596183,3.330146
3_10_Adv_4,3.1383998,2.964121,3.398497,3.5067573,3.495765,3.3679774,3.0074358,3.0344093,3.0977418,4.013023,3.8002818,3.6521244,3.5964315,4.083652,3.8342836,3.7169318,3.9319527,3.765042,3.4553304,4.671838,4.1478415,3.9069269,3.7851248,3.6806967,3.1105344,3.2153904,3.1933153,2.8000255,4.193386,3.8801293,3.590375,3.370261,3.8637364,3.602651,3.5502057,3.3651314
3_10_Adv_5,2.9803956,2.9753873,3.0866597,3.2182817,3.2459097,3.164395,2.9532828,2.9661949,3.0309606,3.6532998,3.4489694,3.3006737,3.2743065,3.879962,3.4113038,3.3551579,3.465779,3.2649076,3.1068416,4.249217,3.8527672,3.563026,3.3960824,3.4248476,3.0011759,2.9396088,2.9266717,2.8005905,3.8505177,3.496882,3.2064693,3.0574636,3.4809551,3.308316,3.2658014,3.167591
3_10_Adv_6,2.723942,2.7247348,2.8698182,2.9985182,3.0250983,2.920588,2.7218692,2.7668214,2.8448317,3.4180722,3.1868174,3.08889,3.0024972,3.5769398,3.0816698,3.0395062,3.3541055,3.0487423,3.025825,4.016632,3.6163385,3.360847,3.2224452,3.0845606,2.8167605,2.8217943,2.8793879,2.6900058,3.5217485,3.206842,3.0065196,2.849405,3.1885328,3.181561,3.0029235,3.0477262
3_10_Ele_1,2.9877565,2.9009693,3.0370054,3.1685412,2.8987305,3.0151958,2.948713,2.9277442,2.9829068,3.9942799,3.538889,3.4402902,3.1308272,4.150778,3.4622223,3.3046284,3.872384,3.2891557,3.0958931,4.673204,4.2976933,3.8011725,3.3784962,3.3755965,3.0473328,3.0212207,3.2075737,2.8980963,4.132045,3.6425102,3.2186878,2.9433029,3.5899413,3.2980902,3.2096975,3.0285497
3_10_Ele_2,3.3694596,3.2358963,3.5619755,3.5542274,3.4382396,3.5152042,3.1754081,3.1522624,3.199264,4.0042114,3.8590817,3.6726022,3.6115017,4.1512575,3.652146,3.683015,3.9507039,3.6342244,3.6491673,4.4742556,4.201665,3.8756173,3.7608266,3.6431968,3.2748916,3.3878894,3.3163695,3.126307,4.0583367,3.7574859,3.5189388,3.4701588,3.7508311,3.650814,3.6167073,3.5051816
3_10_Ele_3,3.0813026,2.8102992,3.3028805,3.3691869,3.3294268,3.316016,2.8929849,2.882002,3.028771,3.866926,3.552759,3.5601456,3.3187182,4.1305056,3.5000231,3.5255008,3.7493868,3.4234648,3.3736832,4.5847073,4.1852984,3.6614392,3.4984338,3.499582,2.921691,3.034649,2.9183974,2.858257,3.9966502,3.6659858,3.3114028,3.1905658,3.6520178,3.4678113,3.3833718,3.2477973
3_10_Ele_4,2.7710402,2.6123147,2.9614909,3.101062,2.9943514,2.954631,2.657123,2.7077396,2.730125,3.667982,3.4270468,3.277898,3.1454697,3.642358,3.354707,3.215042,3.5075254,3.282686,3.0301704,4.1652484,3.7480345,3.481268,3.3413475,3.265734,2.751375,2.864741,2.762841,2.4856584,3.7550116,3.5058515,3.1838052,3.0140069,3.3767002,3.2332149,3.1683679,2.9821155
3_10_Ele_5,2.8901956,2.902263,3.037626,3.1436539,3.1117928,3.082839,2.8298476,2.8294435,2.86425,3.589555,3.4124312,3.2775395,3.2208085,3.7734826,3.2835414,3.248894,3.3592017,3.1604023,3.0816193,4.244324,3.7751205,3.4603398,3.2670388,3.3058295,2.864876,2.8461971,2.8880696,2.8159919,3.7352889,3.365378,3.0946062,2.9849308,3.3696587,3.2401042,3.1113937,3.0222147
3_10_Ele_6,2.5978715,2.5812466,2.7592869,2.9358563,2.963442,2.8694117,2.5768976,2.589311,2.6226082,3.3087802,3.1721144,3.021957,2.9425845,3.5312252,3.0833683,3.0035887,3.2441483,3.0180237,2.8903909,3.9711444,3.5583544,3.2895198,3.1680064,2.981192,2.6816437,2.6791081,2.7363904,2.559915,3.4909031,3.19491,2.9400823,2.7870579,3.1006463,3.1119938,2.9208462,2.9230735
3_1_Adv_1,2.5436718,2.3131115,2.8547168,3.0364559,2.910395,2.9399438,2.4822323,2.5174592,2.5624106,3.9022276,3.570928,3.2611215,3.1157987,4.230897,3.4261513,3.201154,3.6868155,3.1958933,3.0387845,4.8847,4.184157,3.726399,3.450242,3.290146,2.5332155,2.580359,2.6193845,2.3870406,3.963407,3.6939101,3.0325007,2.806939,3.4817667,3.1841443,3.0874312,2.9198446
3_1_Adv_2,3.5880396,3.4137135,4.2227964,4.236666,4.050703,3.9189754,3.4191353,3.5608056,3.6861176,5.0939846,4.787528,4.5139093,4.385134,5.618767,4.6047955,4.3539486,5.0853686,4.398346,4.3725953,6.223401,5.267681,4.9295263,4.4555416,4.373244,3.497476,3.5660837,3.6969874,3.3639643,5.1735964,4.7866197,4.1560545,3.946212,4.6135607,4.595193,4.2889814,3.9831111
3_1_Adv_3,2.441576,2.2922304,2.6624417,2.883212,2.818174,2.7518713,2.3470535,2.3551939,2.4099865,3.5858312,3.3540766,3.1659257,2.9159727,3.9799192,3.168342,3.0561297,3.5504122,3.0839767,3.0201807,4.56128,3.9972744,3.3813372,3.2646556,3.1384428,2.4859529,2.4998262,2.4516513,2.2643874,3.7331483,3.472112,2.8665211,2.6330085,3.2911909,3.1767237,3.0019135,2.8534982
3_1_Adv_4,3.3957555,3.4610786,3.780073,3.7985117,3.6830318,3.7135463,3.3562753,3.4028041,3.463848,4.442024,4.254259,3.9867628,3.8631406,4.693785,4.0308676,3.9194143,4.3300953,3.9433885,3.8457112,5.194893,4.7221828,4.314646,4.1334257,3.8422036,3.4762871,3.4958265,3.4971435,3.2341459,4.504417,4.138814,3.8259828,3.58357,4.003529,3.8567324,3.751327,3.6655715
3_1_Adv_5,3.5632832,3.4140894,3.7603207,3.8012886,3.7436545,3.6381316,3.4061058,3.4339912,3.5945382,4.206605,4.182035,3.9515002,3.8755589,4.375707,4.0154843,3.9197285,4.1403613,3.8323934,3.7662683,4.7047663,4.381801,4.132973,4.0119004,3.9735107,3.5101054,3.5397825,3.5862617,3.3475828,4.3533025,4.107555,3.7372584,3.6942732,4.090898,3.9418037,3.8419416,3.645704
3_1_Ele_1,2.4452763,2.2517614,2.6616495,2.8042774,2.6926675,2.7046478,2.348517,2.367476,2.3911915,3.3166027,3.0612817,2.811577,2.7391498,3.7380385,2.9666317,2.8670046,3.1447299,2.8329165,2.7590246,4.276645,3.65649,3.2038674,3.0976136,2.8770912,2.3712914,2.451807,2.3810472,2.2100954,3.4538035,3.1070724,2.7692282,2.6101654,3.0248027,2.8506901,2.6861148,2.6401846
3_1_Ele_2,4.375457,4.011436,4.5019264,4.705529,4.5264354,4.486521,4.094742,4.058359,4.200593,5.39754,4.699113,4.728381,4.4739695,5.674163,4.7195153,4.834646,5.1915793,4.635968,4.5601077,6.393226,5.422055,4.9860425,4.596457,4.612253,4.028068,4.1653724,4.2572355,3.9645247,5.267402,4.957106,4.465431,4.359779,4.8072453,4.921608,4.509997,4.370528
3_1_Ele_3,2.3516188,2.2248647,2.5659947,2.7247386,2.6068344,2.6248708,2.2672186,2.2767525,2.3334134,3.4640946,3.1498265,2.9344134,2.677237,3.6530478,2.9738681,2.862997,3.338287,2.9349532,2.7891607,4.0428805,3.7046711,3.1092336,3.020561,2.9282215,2.346382,2.3668168,2.2979825,2.1762612,3.4138682,3.2623174,2.6852806,2.5949113,3.0620759,3.0328736,2.8484461,2.6576538
3_1_Ele_4,3.3405972,3.3287177,3.5549936,3.5928729,3.5316398,3.5625234,3.2485049,3.3028815,3.3783226,4.081798,3.9492476,3.801234,3.6365097,4.192371,3.7134414,3.688221,4.0782366,3.6940334,3.6404371,4.7412,4.4043775,4.030164,3.851157,3.668675,3.2495897,3.3367302,3.3627295,3.2099235,4.1701055,3.978718,3.5870242,3.4964848,3.8651335,3.6878793,3.6354518,3.5246325
3_1_Ele_5,3.565591,3.451013,3.8766012,3.9046311,3.82514,3.7066178,3.351228,3.4193323,3.5568268,4.383783,4.3049126,3.903445,3.9238083,4.5540376,4.112267,3.9401855,4.3235683,3.9439604,3.871125,4.864163,4.6468463,4.286108,4.119859,3.976557,3.5400379,3.622196,3.4850712,3.3049278,4.442023,4.166646,3.8127978,3.811173,4.130192,3.9980063,3.9955661,3.6481926
3_2_Adv_1,2.490235,2.3557749,2.694152,2.9966862,2.8088887,2.8374953,2.3672307,2.3726168,2.4621775,3.8413322,3.3763802,3.2224813,2.9800062,3.965961,3.183638,2.988565,3.468514,3.0035033,2.8567865,4.754601,4.0928645,3.4820647,3.252292,3.100234,2.3027184,2.3791459,2.4283612,2.1912925,3.8183863,3.471255,2.8399556,2.7897148,3.3577347,3.0298073,2.9135728,2.72713
3_2_Adv_2,3.7479405,3.6283252,3.8038013,4.3134675,4.101561,3.95721,3.5126727,3.5495028,3.672103,4.603813,4.2589774,4.077317,4.009031,5.0895667,4.2597127,4.2380557,4.5553703,4.122073,3.9201634,5.5582757,4.8642297,4.429293,4.285525,4.238846,3.6600072,3.8224704,4.036403,3.5642848,4.870355,4.5151544,3.9643817,3.9301112,4.3860073,4.2046733,4.199547,4.1081285
3_2_Adv_3,2.855522,2.7298791,2.9019356,3.0949893,2.966076,3.004455,2.8216712,2.8210988,2.9435,3.7159903,3.376918,3.2873461,3.0865974,4.098307,3.2957158,3.145439,3.6112487,3.0461102,3.0358322,4.8808703,4.2690043,3.6220381,3.339255,3.230751,2.7829058,2.7712426,2.843465,2.6620247,3.811621,3.4632845,3.0611365,2.9955375,3.4177814,3.288654,3.1529043,3.0571156
3_2_Adv_4,2.8320506,2.7910945,3.3696852,3.431172,3.395628,3.4077988,2.8970475,2.8597639,2.9153323,4.4655,4.1667547,3.911046,3.8842597,4.62804,3.834803,3.64366,4.3694034,3.718898,3.5742364,5.15982,4.691793,4.0055246,3.8502777,3.6709254,2.8879519,2.952727,2.8681836,2.827627,4.4030867,4.090728,3.4331436,3.4329832,4.0532007,3.7732081,3.5741832,3.341325
3_2_Adv_5,3.2178843,3.0263603,3.255353,3.5129478,3.4239674,3.2774835,3.0654743,3.0658724,3.1818802,4.2519665,3.8235607,3.745488,3.6809301,4.5307117,3.7896464,3.5553136,4.1489267,3.634651,3.442397,5.3308454,4.573282,3.974085,3.8198345,3.5922632,3.008096,3.10351,3.089218,2.9676106,4.3026943,3.8933847,3.474181,3.3437405,4.010808,3.64199,3.5787315,3.3160772
3_2_Ele_1,2.525766,2.4555821,2.7466142,2.9578075,2.8492055,2.7892017,2.5140197,2.5031276,2.602667,3.550799,3.2358165,3.098141,2.8959093,3.7241352,3.0867593,2.904496,3.261879,2.9419234,2.80498,4.440049,3.814029,3.2367017,3.09299,3.0060692,2.4152493,2.598829,2.5121298,2.3435698,3.5492382,3.2021282,2.8634248,2.8547022,3.223439,2.970743,2.8907278,2.7952697
3_2_Ele_2,3.3842888,3.2920547,3.6748612,3.9091103,3.836271,3.56757,3.340552,3.300945,3.3875327,4.403602,4.026272,4.0072355,3.993772,4.5874395,4.162471,4.047196,4.4604807,3.8556535,3.787028,5.0272045,4.478003,4.2626877,4.0905848,3.9179235,3.440078,3.5905218,3.5609186,3.4124146,4.4651065,4.27473,3.789379,3.736109,4.232627,3.9076262,3.815988,3.6584237
3_2_Ele_3,2.8654573,2.8108923,2.9756656,3.2344375,3.106407,3.0919478,2.8649917,2.8733625,3.009988,3.8070157,3.3328378,3.4147635,3.3167014,4.04837,3.3901913,3.207143,3.6416419,3.0872207,3.0874834,4.5906363,4.109796,3.6023726,3.398576,3.1929615,2.8652525,2.8282971,2.9694083,2.735484,3.7690897,3.5118954,3.22878,3.089339,3.4507341,3.2528105,3.2135463,3.048298
3_2_Ele_4,2.9209445,2.8907511,3.4277797,3.4631343,3.4029286,3.392763,2.951675,2.92642,2.9731774,4.358049,4.1301484,3.8851602,3.8356535,4.5743303,3.7637048,3.7625856,4.1553473,3.7003927,3.591545,5.1355352,4.544318,3.8907094,3.8104668,3.7410848,2.932172,2.954584,2.9608262,2.8634453,4.322285,3.9836698,3.4626274,3.4059067,3.9067578,3.7177482,3.5437205,3.4419484
